album,artist,date,genre,name,score,tags,url
Why Love Now,Pissed Jeans,2017-07-20T20:16:38-0400,sub pop,Pissed Jeans - Why Love Now,7,pissed jeans | why love now | 2017 | sub pop | rock | punk | noise rock | post-hardcore | 7/10 | review,https://www.theneedledrop.com/articles/2017/7/pissed-jeans-why-love-now
Flower Boy,"Tyler, the Creator",2017-07-24T17:12:19-0400,hip hop,"Tyler, the Creator - Flower Boy",8,tyler the creator | flower boy | scum fuck flower boy | 2017 | odd future | rap | hip hop | jazz rap | neo-soul | west coast | synth funk | experimental hip hop | 8/10 | review,https://www.theneedledrop.com/articles/2017/7/tyler-the-creator-flower-boy
Lust for Life,Lana Del Rey,2017-07-25T18:16:16-0400,pop,Lana Del Rey - Lust for Life,6,lana del rey | lust for life | 2017 | interscope | pop | dream pop | trip hop | baroque pop | alternative r&b | trap | 6/10 | review,https://www.theneedledrop.com/articles/2017/7/lana-del-rey-lust-for-life
"Howling, for the Nightmare Shall Consume",Integrity,2017-07-26T17:39:00-0400,loud rock,"Integrity - Howling, for the Nightmare Shall Consume",7,integrity | howling for the nightmare shall consume | 2017 | relapse | loud rock | metalcore | hardcore punk | d-beat | crossover thrash | 7/10 | review,https://www.theneedledrop.com/articles/2017/7/integrity-howling-for-the-nightmare-shall-consume
Quazarz,Shabazz Palaces,2017-07-27T17:48:20-0400,sub pop,Shabazz Palaces - Quazarz,3,shabazz palaces | quazarz | 2017 | sub pop | rap | hip hop | experimental hip hop | abstract hip hop | cloud rap | 3/10 | 5/10 | review,https://www.theneedledrop.com/articles/2017/7/shabazz-palaces-quazarz
Raskit,Dizzee Rascal,2017-07-28T21:39:00-0400,hip hop,Dizzee Rascal - Raskit,6,dizzee rascal | raskit | dirtee stank | rap | hip hop | uk | grime | 6/10 | review,https://www.theneedledrop.com/articles/2017/7/dizzee-rascal-raskit
Add Violence,Nine Inch Nails,2017-07-28T21:41:00-0400,rock,Nine Inch Nails - Add Violence,6,nine inch nails | add violence | ep | 2017 | null | rock | industrial | electro-industrial | 6/10 | review,https://www.theneedledrop.com/articles/2017/7/nine-inch-nails-add-violence
Hug of Thunder,Broken Social Scene,2017-07-12T23:25:09-0400,rock,Broken Social Scene - Hug of Thunder,7,broken social scene | hug of thunder | 2017 | arts & crafts | rock | indie rock | dream pop | 7/10 | review,https://www.theneedledrop.com/articles/2017/7/broken-social-scene-hug-of-thunder
Known Unknowns,Billy Woods,2017-07-14T18:50:33-0400,hip hop,Billy Woods - Known Unknowns,8,billy woods | known unknowns | 2017 | backwoodz studioz | rap | hip hop | abstract hip hop | east coast | myke c-town | 8/10 | review,https://www.theneedledrop.com/articles/2017/7/billy-woods-known-unknowns
Crack,Fleet Foxes,2017-06-28T17:15:43-0400,other,Fleet Foxes - Crack-Up,8,fleet foxes | crack-up | 2017 | nonesuch | other | folk | chamber folk | progressive folk | psychedelic folk | 8/10 | review,https://www.theneedledrop.com/articles/2017/6/fleet-foxes-crack-up
The Underside of Power,Algiers,2017-06-29T22:55:17-0400,rock,Algiers - The Underside of Power,8,algiers | the underside of power | 2017 | matador | rock | post-punk | post-industrial | gospel | punk blues | 8/10 | review,https://www.theneedledrop.com/articles/2017/6/algiers-the-underside-of-power
Z,JAY,2017-07-07T17:01:28-0400,hip hop,JAY-Z - 4:44,8,jay-z | 4:44 | 2017 | roc nation | rap | hip hop | east coast | jazz rap | 8/10 | review,https://www.theneedledrop.com/articles/2017/7/jay-z-444
Issa Album,21 Savage,2017-07-10T16:21:31-0400,hip hop,21 Savage - Issa Album,3,21 savage | issa album | 2017 | slaughter gang | rap | hip hop | trap | southern hip hop | pop rap | 3/10 | review,https://www.theneedledrop.com/articles/2017/7/21-savage-issa-album
Something to Tell You,Haim,2017-07-11T17:49:43-0400,pop,Haim - Something to Tell You,5,haim | something to tell you | 2017 | columbia | pop | pop rock | new wave | sophisti-pop | 5/10 | review,https://www.theneedledrop.com/articles/2017/7/haim-something-to-tell-you
GT ULTRA,Guerilla Toss,2017-07-05T18:29:58-0400,pop,Guerilla Toss - GT ULTRA,8,guerilla toss | gt ultra | 2017 | dfa | pop | art pop | dance-punk | psychedelic pop | zolo | new wave | 8/10 | review,https://www.theneedledrop.com/articles/2017/7/guerilla-toss-gt-ultra
Big Fish Theory,Vince Staples,2017-06-27T14:56:27-0400,hip hop,Vince Staples - Big Fish Theory,6,vince staples | big fish theory | 2017 | rap | hip hop | west coast | experimental hip hop | hardcore hip hop | hip house | uk garage | 6/10 | review,https://www.theneedledrop.com/articles/2017/6/vince-staples-big-fish-theory
Bravado,Kirin J Callinan,2017-06-16T14:16:30-0400,pop,Kirin J Callinan - Bravado,8,kirin j. callinan | bravado | 2017 | terrible | pop | art pop | synthpop | eurodance | post-punk | 8/10 | review,https://www.theneedledrop.com/articles/2017/6/kirin-j-callinan-bravado
Beautiful Thugger Girls,Young Thug,2017-06-20T23:12:57-0400,hip hop,Young Thug - Beautiful Thugger Girls,5,young thug | beautiful thugger girls | 2017 | atlantic | rap | hip hop | contemporary r&b | trap | pop rap | southern hip hop | country rap | 5/10 | review,https://www.theneedledrop.com/articles/2017/6/young-thug-beautiful-thugger-girls
Renaissance,The Underachievers,2017-06-21T17:57:51-0400,hip hop,The Underachievers - Renaissance,6,the underachievers | renaissance | 2017 | rpm msc | rap | hip hop | east coast | cloud rap | trap rap | jazz rap | conscious hip hop | 6/10 | review,https://www.theneedledrop.com/articles/2017/6/the-underachievers-renaissance
Goths,The Mountain Goats,2017-06-22T13:28:54-0400,other,The Mountain Goats - Goths,8,the mountain goats | goths | 2017 | merge | other | singer-songwriter | indie pop | indie rock | goth | post-punk | 8/10 | review,https://www.theneedledrop.com/articles/2017/6/the-mountain-goats-goths
Melodrama,Lorde,2017-06-23T22:23:53-0400,pop,Lorde - Melodrama,7,lorde | melodrama | 2017 | lava | pop | synthpop | art pop | electropop | dance pop | alternative r&b | 7/10 | review,https://www.theneedledrop.com/articles/2017/6/lorde-melodrama
Reflections of a Floating World,Elder,2017-06-24T13:01:36-0400,loud rock,Elder - Reflections of a Floating World,8,elder | reflections of a floating world | 2017 | stickman | loud rock | stoner rock | doom metal | heavy psych | progressive rock | 8/10 | review,https://www.theneedledrop.com/articles/2017/6/elder-reflections-of-a-floating-world
Murder of the Universe,King Gizzard and the Lizard Wizard,2017-06-26T16:16:12-0400,rock,King Gizzard and the Lizard Wizard - Murder of the Universe,6,king gizzard & the lizard wizard | murder of the universe | 2017 | heavenly | australia | rock | psychedelic rock | garage rock | spoken word | 6/10 | review,https://www.theneedledrop.com/articles/2017/6/king-gizzard-and-the-lizard-wizard-murder-of-the-universe
J,alt,2017-06-06T21:48:20-0400,pop,alt-J - Relaxer,5,alt-j | relaxer | 2017 | atlantic | uk | pop | art pop | folktronica | progressive pop | 5/10 | review,https://www.theneedledrop.com/articles/2017/6/alt-j-relaxer
Is This the Life We Really Want?,Roger Waters,2017-06-07T17:32:00-0400,rock,Roger Waters - Is This the Life We Really Want?,7,roger waters | is this the life we really want? | 2017 | columbia | rock | art rock | progressive rock | symphonic rock | folk rock | 7/10 | review,https://www.theneedledrop.com/articles/2017/6/roger-waters-is-this-the-life-we-really-want
Somersault,Beach Fossils,2017-06-08T17:39:42-0400,pop,Beach Fossils - Somersault,5,beach fossils | somersault | 2017 | bayonet | indie | pop | indie pop | dream pop | jangle pop | sunshine pop | psych pop | baroque pop | 5/10 | review,https://www.theneedledrop.com/articles/2017/6/beach-fossils-somersault
Saturation,Brockhampton,2017-06-12T19:58:27-0400,brockhampton,Brockhampton - Saturation,9,brockhampton | saturation | 2017 | rap | hip hop | alternative r&b | experimental hip hop | alternative hip hop | hardcore hip hop | west coast | 9/10 | review,https://www.theneedledrop.com/articles/2017/6/brockhampton-saturation
Witness,Katy Perry,2017-06-14T13:27:48-0400,pop,Katy Perry - Witness,6,katy perry | witness | 2017 | capitol | pop | dance pop | synthpop | electropop | future house | 6/10 | review,https://www.theneedledrop.com/articles/2017/6/katy-perry-witness
Planetarium,"Sufjan Stevens, Nico Muhly, Bryce Dessner, James McAlister",2017-06-14T17:59:34-0400,other,"Sufjan Stevens, Nico Muhly, Bryce Dessner, James McAlister - Planetarium",5,sufjan stevens | bryce dessner | nico muhly | james mcalister | planetarium | 2017 | 4ad | other | art pop | chamber pop | ambient | indietronica | 5/10 | review,https://www.theneedledrop.com/articles/2017/6/sufjan-stevens-bryce-dessner-nico-muhly-james-mcalister-planetarium
Ctrl,SZA,2017-06-15T18:55:23-0400,pop,SZA - Ctrl,7,sza | ctrl | 2017 | tde | top dawg | pop | alternative r&b | neo-soul | 7/10 | review,https://www.theneedledrop.com/articles/2017/6/sza-ctrl
First Opus,Sinjin Hawke,2017-06-01T16:22:28-0400,electronic,Sinjin Hawke - First Opus,8,sinjin hawke | first opus | 2017 | fractal fantasy | electronic | uk bass | wonky | footwork | juke | 8/10 | review,https://www.theneedledrop.com/articles/2017/6/sinjin-hawke-first-opus
Teenage Emotions,Lil Yachty,2017-05-30T22:23:43-0400,hip hop,Lil Yachty - Teenage Emotions,2,lil yachty | teenage emotions | 2017 | quality control music | rap | hip hop | pop rap | trap | 2/10 | review,https://www.theneedledrop.com/articles/2017/5/lil-yachty-teenage-emotions
Self,Harry Styles,2017-05-16T23:36:16-0400,pop,Harry Styles - Self-Titled,4,harry styles | self-titled | album | columbia | uk | pop | pop rock | hard rock | glam rock | folk pop | 4/10 | review,https://www.theneedledrop.com/articles/2017/5/harry-styles-self-titled
After Laughter,Paramore,2017-05-17T21:25:39-0400,pop,Paramore - After Laughter,7,paramore | after laughter | 2017 | fueled by ramen | pop | power pop | synthpop | new wave | alternative dance | 7/10 | review,https://www.theneedledrop.com/articles/2017/5/paramore-after-laughter
Compassion,Forest Swords,2017-05-18T19:37:56-0400,electronic,Forest Swords - Compassion,8,forest swords | compassion | 2017 | ninja tune | electronic | ambient dub | tribal ambient | neo-psychedelia | 8/10 | review,https://www.theneedledrop.com/articles/2017/5/forest-swords-compassion
Rocket,(Sandy) Alex G,2017-05-24T14:37:34-0400,rocket,(Sandy) Alex G - Rocket,5,alex g | rocket | 2017 | domino | indie | folk | lo-fi | alt-country | indie rock | singer-songwriter | 5/10 | review,https://www.theneedledrop.com/articles/2017/5/sandy-alex-g-rocket
No Shape,Perfume Genius,2017-05-15T18:15:07-0400,pop,Perfume Genius - No Shape,8,perfume genius | no shape | 2017 | matador | pop | art pop | 8/10 | review,https://www.theneedledrop.com/articles/2017/5/perfume-genius-no-shape
Pleasure,Feist,2017-05-03T15:20:44-0400,folk rock,Feist - Pleasure,8,feist | pleasure | 2017 | interscope | indie | singer-songwriter | folk rock | 8/10 | review,https://www.theneedledrop.com/articles/2017/5/feist-pleasure
Everybody,Logic,2017-05-08T18:34:41-0400,hip hop,Logic - Everybody,5,logic | everybody | 2017 | def jam | rap | hip hop | pop rap | conscious | jazz rap | biracial btw | 5/10 | review,https://www.theneedledrop.com/articles/2017/5/logic-everybody
This Old Dog,Mac DeMarco,2017-05-09T18:30:50-0400,pop,Mac DeMarco - This Old Dog,7,mac demarco | this old dog | 2017 | captured tracks | pop | indie | singer-songwriter | jangle pop | dream pop | soft rock | 7/10 | review,https://www.theneedledrop.com/articles/2017/5/mac-demarco-this-old-dog
Trumpeting Ecstasy,Full of Hell,2017-05-10T17:34:00-0400,loud rock,Full of Hell - Trumpeting Ecstasy,6,full of hell | trumpeting ecstasy | 2017 | profound lore | loud rock | grindcore | deathgrind | powerviolence | sludge metal | 6/10 | review,https://www.theneedledrop.com/articles/2017/5/full-of-hell-trumpeting-ecstasy
Self,Slowdive,2017-05-11T17:38:56-0400,pop,Slowdive - Self-Titled,4,slowdive | self-titled | 2017 | dead oceans | pop | dream pop | shoegaze | ambient pop | 4/10 | review,https://www.theneedledrop.com/articles/2017/5/slowdive-self-titled
Self,Arca,2017-04-13T18:11:06-0400,electronic,Arca - Self-Titled,5,arca | self-titled | album | 2017 | xl | electronic | art pop | glitch pop | ambient pop | post-industrial | idm | 5/10 | review,https://www.theneedledrop.com/articles/2017/4/arca-self-titled
DAMN.,Kendrick Lamar,2017-04-18T14:03:49-0400,hip hop,Kendrick Lamar - DAMN.,7,kendrick lamar | damn | album | 2017 | tde | top dawg | rap | hip hop | trap | west coast | conscious | 7/10 | review,https://www.theneedledrop.com/articles/2017/4/kendrick-lamar-damn
50 Song Memoir,The Magnetic Fields,2017-04-20T20:57:11-0400,pop,The Magnetic Fields - 50 Song Memoir,7,the magnetic fields | 50 song memoir | album | 2017 | nonesuch | pop | indie | singer-songwriter | chamber pop | synthpop | 7/10 | review,https://www.theneedledrop.com/articles/2017/4/the-magnetic-fields-50-song-memoir
"Sincerely, Future Pollution",Timber Timbre,2017-04-21T22:46:01-0400,rock,"Timber Timbre - Sincerely, Future Pollution",5,timber timbre | sincerely future pollution | album | 2017 | City Slang Records | rock | art rock | sophisti-pop | synthpop | 5/10 | review,https://www.theneedledrop.com/articles/2017/4/timber-timbre-sincerely-future-pollution
Narkopop,Gas,2017-04-28T11:59:37-0400,narkopop,Gas - Narkopop,2,gas | narkopop | album | kompakt | electronic | germany | ambient | techno | 2/10 | review,https://www.theneedledrop.com/articles/2017/4/gas-narkopop
More Scared of You Than You Are of Me,The Smith Street Band,2017-04-30T00:35:58-0400,rock,The Smith Street Band - More Scared of You Than You Are of Me,6,the smith street band | more scared of you than you are of me | album | 2017 | sideonedummy | jeff rosenstock | australia | rock | pop punk | punk | folk punk | emo | 6/10 | review,https://www.theneedledrop.com/articles/2017/4/the-smith-street-band-more-scared-of-you-than-you-are-of-me
Humanz,Gorillaz,2017-05-01T19:21:49-0400,pop,Gorillaz - Humanz,5,gorillaz | humanz | 2017 | warner bros | pop | electropop | hip hop | neo-soul | alternative dance | 5/10 | review,https://www.theneedledrop.com/articles/2017/5/gorillaz-humanz
The Far Field,Future Islands,2017-04-12T20:49:21-0400,pop,Future Islands - The Far Field,6,future islands | the far field | album | 2017 | 4ad | pop | synthpop | new wave | art pop | indie | 6/10 | review,https://www.theneedledrop.com/articles/2017/4/future-islands-the-far-field
All,Joey Bada$$,2017-04-10T15:53:52-0400,hip hop,Joey Bada$$ - All-Amerikkkan Bada$$,8,joey bada$$ | all-amerikkkan bada$$ | album | 2017 | cinematic music group | pro era | rap | hip hop | east coast | political | jazz rap | pop rap | 8/10 | review,https://www.theneedledrop.com/articles/2017/4/joey-bada-all-amerikkkan-bada
Pure Comedy,Father John Misty,2017-04-11T20:09:29-0400,sub pop,Father John Misty - Pure Comedy,9,father john misty | pure comedy | album | 2017 | sub pop | singer-songwriter | piano rock | folk | chamber pop | 9/10 | review,https://www.theneedledrop.com/articles/2017/4/father-john-misty-pure-comedy
At What Cost,GoldLink,2017-04-02T18:52:07-0400,hip hop,GoldLink - At What Cost,5,goldlink | at what cost | album | 2017 | rca | rap | hip hop | east coast | pop rap | contemporary r&b | hip house | 5/10 | shawn cee | review,https://www.theneedledrop.com/articles/2017/4/goldlink-at-what-cost
You Only Live 2wice,Freddie Gibbs,2017-04-04T17:52:48-0400,hip hop,Freddie Gibbs - You Only Live 2wice,6,freddie gibbs | you only live 2wice | album | 2017 | esgn | rap | hip hop | trap | gangsta rap | hardcore hip hop | 6/10 | review,https://www.theneedledrop.com/articles/2017/4/freddie-gibbs-you-only-live-2wice
Uyai,Ibibio Sound Machine,2017-04-01T23:06:30-0400,electronic,Ibibio Sound Machine - Uyai,8,ibibio sound machine | uyai | album | 2017 | merge | uk | afrobeat | funk | edm | electronic | synthpop | 8/10 | review,https://www.theneedledrop.com/articles/2017/4/ibibio-sound-machine-uyai
Painting Pictures,Kodak Black,2017-04-07T22:12:48-0400,southern hip hop,Kodak Black - Painting Pictures,4,kodak black | painting pictures | album | 2017 | atlantic | southern hip hop | rap | hip hop | pop rap | trap | 4/10 | review,https://www.theneedledrop.com/articles/2017/4/kodak-black-painting-pictures
Emperor of Sand,Mastodon,2017-04-05T20:01:22-0400,loud rock,Mastodon - Emperor of Sand,4,mastodon | emperor of sand | album | 2017 | loud rock | reprise | sludge metal | stoner metal | progressive metal | alternative metal | 4/10 | review,https://www.theneedledrop.com/articles/2017/4/mastodon-emperor-of-sand
In Mind,Real Estate,2017-03-23T16:41:32-0400,pop,Real Estate - In Mind,5,real estate | in mind | album | 2017 | domino | pop | jangle pop | indie | rock | dream pop | indie pop | 5/10 | review,https://www.theneedledrop.com/articles/2017/3/real-estate-in-mind
Hot Thoughts,Spoon,2017-03-24T16:42:32-0400,rock,Spoon - Hot Thoughts,7,spoon | hot thoughts | album | 2017 | matador | rock | indie | indie pop | alternative dance | 7/10 | review,https://www.theneedledrop.com/articles/2017/3/spoon-hot-thoughts
Conformicide,Havok,2017-03-25T23:00:15-0400,loud rock,Havok - Conformicide,7,havok | conformicide | album | 2017 | century media | loud rock | thrash metal | 7/10 | review,https://www.theneedledrop.com/articles/2017/3/havok-conformicide
